"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"2652","New Hope","Minnesota","Small","Walk",153,1.6,0.8,"MN","North Central","city",-93.3866185,45.0380201
"2653","New Iberia","Louisiana","Small","Walk",230,1.9,0.8,"LA","South","city",-91.8187285,30.0035365
"2654","New Lenox","Illinois","Small","Walk",33,0.3,0.3,"IL","North Central","village",-87.9656098,41.5119761
"2655","New London","Connecticut","Small","Walk",1341,10,1.9,"CT","Northeast","city",-72.0995209,41.3556539
"2656","New Rochelle","New York","Small","Walk",3118,8.7,1.4,"NY","Northeast","city",-73.7823549,40.9114882
"2657","New Smyrna Beach","Florida","Small","Walk",97,1.1,0.7,"FL","South","city",-80.9269984,29.0258191
"2658","Newark","California","Small","Walk",128,0.7,0.4,"CA","West","city",-122.0383968,37.5299765
"2659","Newark","Delaware","Small","Walk",1931,14.1,2.5,"DE","South","city",-75.7496572,39.6837226
"2660","Newark","Ohio","Small","Walk",360,1.7,0.5,"OH","North Central","city",-82.4012642,40.0581205
"2661","Newberg","Oregon","Small","Walk",802,7.4,1.6,"OR","West","city",-122.9469463,45.3064258
"2662","Newburgh","New York","Small","Walk",1122,9.9,2.7,"NY","Northeast","city",-74.0104178,41.5034271
"2663","Newnan","Georgia","Small","Walk",59,0.4,0.3,"GA","South","city",-84.7996573,33.3806716
"2664","Newport Beach","California","Small","Walk",865,2,0.4,"CA","West","city",-117.9298493,33.6188829
"2665","Newport","Rhode Island","Small","Walk",1926,13.9,2.3,"RI","Northeast","city",-71.3128285,41.4901024
"2666","Newton","Massachusetts","Small","Walk",2331,5.5,0.6,"MA","Northeast","city",-71.2092214,42.3370413
"2667","Niagara Falls","New York","Small","Walk",1154,5.5,1.3,"NY","Northeast","city",-79.0377388,43.0962143
"2668","Nicholasville","Kentucky","Small","Walk",132,1,0.6,"KY","South","city",-84.5729961,37.8806341
"2669","Niles","Illinois","Small","Walk",194,1.6,0.8,"IL","North Central","village",-87.8028402,42.0189191
"2670","Noblesville","Indiana","Small","Walk",463,1.7,0.8,"IN","North Central","city",-86.0085955,40.0455917
"2671","Nogales","Arizona","Small","Walk",295,4.4,2.1,"AZ","West","city",-110.9342532,31.3403775
"2672","Norco","California","Small","Walk",24,0.2,0.3,"CA","West","city",-117.548661,33.9311257
"2673","Norfolk","Nebraska","Small","Walk",188,1.5,0.8,"NE","North Central","city",-97.4137553,42.0327234
"2674","Normal","Illinois","Small","Walk",2883,10.6,1.6,"IL","North Central","town",-88.9906312,40.5142026
"2675","Norristown","Pennsylvania","Small","Walk",1498,9.1,2,"PA","Northeast","borough",-75.3399048,40.121497
"2676","North Augusta","South Carolina","Small","Walk",130,1.4,1.1,"SC","South","city",-81.9651152,33.5018026
"2677","North Chicago","Illinois","Small","Walk",5741,32.2,4.2,"IL","North Central","city",-87.8411818,42.325578
"2678","North Lauderdale","Florida","Small","Walk",160,0.8,0.5,"FL","South","city",-80.2258811,26.217305
"2679","North Little Rock","Arkansas","Small","Walk",273,1,0.5,"AR","South","city",-92.2670941,34.769536
"2680","North Miami Beach","Florida","Small","Walk",292,1.5,0.9,"FL","South","city",-80.1625463,25.9331488
"2681","North Miami","Florida","Small","Walk",489,1.9,0.7,"FL","South","city",-80.1867138,25.8900949
"2682","North Olmsted","Ohio","Small","Walk",172,1,0.6,"OH","North Central","city",-81.9234726,41.4156025
"2683","North Plainfield","New Jersey","Small","Walk",251,2.1,1,"NJ","Northeast","borough",-74.4273743,40.6301025
"2684","North Platte","Nebraska","Small","Walk",233,1.9,0.9,"NE","North Central","city",-100.7601454,41.1402759
"2685","North Port","Florida","Small","Walk",71,0.3,0.3,"FL","South","city",-82.2359254,27.044224
"2686","North Richland Hills","Texas","Small","Walk",173,0.5,0.3,"TX","South","city",-97.2289029,32.8342952
"2687","North Ridgeville","Ohio","Small","Walk",59,0.4,0.3,"OH","North Central","city",-82.0190321,41.3894905
"2688","North Royalton","Ohio","Small","Walk",76,0.5,0.3,"OH","North Central","city",-81.7245739,41.3136644
"2689","North Tonawanda","New York","Small","Walk",343,2.2,0.8,"NY","Northeast","city",-78.8642033,43.038668
"2690","Northampton","Massachusetts","Small","Walk",1799,11.9,1.9,"MA","Northeast","city",-72.6412013,42.3250896
"2691","Northbrook","Illinois","Small","Walk",246,1.7,0.6,"IL","North Central","village",-87.8289548,42.1275267
"2692","Northfield","Minnesota","Small","Walk",1409,12.6,2.6,"MN","North Central","city",-93.161604,44.4582983
"2693","Northglenn","Colorado","Small","Walk",327,1.8,0.8,"CO","West","city",-104.9811468,39.8961821
"2694","Northport","Alabama","Small","Walk",100,0.9,0.7,"AL","South","city",-87.5772293,33.229007
"2695","Norton Shores","Michigan","Small","Walk",45,0.4,0.4,"MI","North Central","city",-86.2639461,43.1689044
"2696","Norwalk","Connecticut","Small","Walk",973,2.1,0.5,"CT","Northeast","city",-73.4081575,41.117744
"2697","Norwich","Connecticut","Small","Walk",309,1.6,0.6,"CT","Northeast","city",-72.0759105,41.5242649
"2698","Novato","California","Small","Walk",482,1.9,0.8,"CA","West","city",-122.5697032,38.1074198
"2699","Novi","Michigan","Small","Walk",108,0.4,0.3,"MI","North Central","city",-83.4754913,42.48059
"2700","Oak Creek","Wisconsin","Small","Walk",152,0.8,0.6,"WI","North Central","city",-87.8631362,42.8858503
"2701","Oak Forest","Illinois","Small","Walk",27,0.2,0.2,"IL","North Central","city",-87.7439384,41.6028116
"2702","Oak Harbor","Washington","Small","Walk",320,3.2,1.4,"WA","West","city",-122.6484205,48.2882947
"2703","Oak Lawn","Illinois","Small","Walk",613,2.4,1,"IL","North Central","village",-87.7479528,41.719978
"2704","Oak Park","Michigan","Small","Walk",320,2.6,1,"MI","North Central","city",-83.1827051,42.4594803
"2705","Oak Park","Illinois","Small","Walk",983,3.7,0.7,"IL","North Central","village",-87.7845025,41.8850317
"2706","Oak Ridge","Tennessee","Small","Walk",108,0.8,0.5,"TN","South","city",-84.2696449,36.0103561
"2707","Oakdale","California","Small","Walk",205,2.5,1.1,"CA","West","city",-120.8471545,37.7665947
"2708","Oakdale","Minnesota","Small","Walk",86,0.6,0.4,"MN","North Central","city",-92.9649361,44.9630216
"2709","Oakland Park","Florida","Small","Walk",335,1.6,0.8,"FL","South","city",-80.1319893,26.1723065
"2710","Oakley","California","Small","Walk",234,1.5,1,"CA","West","city",-121.7124536,37.9974219
"2711","Ocala","Florida","Small","Walk",304,1.4,0.7,"FL","South","city",-82.1400923,29.1871986
"2712","Ocoee","Florida","Small","Walk",141,0.8,0.6,"FL","South","city",-81.5439619,28.5691677
"2713","O'Fallon","Illinois","Small","Walk",110,0.8,0.5,"IL","North Central","city",-89.910991,38.592323
"2714","O'Fallon","Missouri","Small","Walk",239,0.6,0.3,"MO","North Central","city",-90.6998477,38.8106075
"2715","Ogden","Utah","Small","Walk",986,2.7,0.7,"UT","West","city",-111.9738304,41.223
"2716","Olive Branch","Mississippi","Small","Walk",90,0.5,0.5,"MS","South","city",-89.8295315,34.9617604
"2717","Olympia","Washington","Small","Walk",1017,4.4,1.2,"WA","West","city",-122.9006951,47.0378741
"2718","Opelika","Alabama","Small","Walk",218,1.8,0.9,"AL","South","city",-85.3782795,32.6454116
"2719","Oregon City","Oregon","Small","Walk",412,2.8,1.2,"OR","West","city",-122.6050422,45.3364465
"2720","Oregon","Ohio","Small","Walk",101,1.1,0.8,"OH","North Central","city",-83.4868768,41.6436603
"2721","Orem","Utah","Small","Walk",871,2.2,0.5,"UT","West","city",-111.6946475,40.2968979
"2722","Orland Park","Illinois","Small","Walk",335,1.3,1.1,"IL","North Central","village",-87.8539425,41.6303103
"2723","Ormond Beach","Florida","Small","Walk",175,1.1,0.6,"FL","South","city",-81.0558894,29.2858129
"2724","Oro Valley","Arizona","Small","Walk",169,1.1,0.6,"AZ","West","town",-110.966488,32.3909071
"2725","Oshkosh","Wisconsin","Small","Walk",1376,4.4,0.8,"WI","North Central","city",-88.5426136,44.0247062
"2726","Ossining","New York","Small","Walk",782,6.2,2.1,"NY","Northeast","village",-73.8615246,41.1628731
"2727","Oswego","Illinois","Small","Walk",66,0.4,0.4,"IL","North Central","village",-88.3514596,41.6828074
"2728","Ottumwa","Iowa","Small","Walk",251,2.3,0.9,"IA","North Central","city",-92.4083022,41.0160293
"2729","Oviedo","Florida","Small","Walk",130,0.8,0.4,"FL","South","city",-81.2081203,28.669997
"2730","Owasso","Oklahoma","Small","Walk",156,1,0.6,"OK","South","city",-95.8547119,36.2695388
"2731","Owatonna","Minnesota","Small","Walk",272,2.1,0.9,"MN","North Central","city",-93.2259349,44.0855572
"2732","Owensboro","Kentucky","Small","Walk",550,2.3,0.6,"KY","South","city",-87.1111676,37.7719074
"2733","Oxford","Alabama","Small","Walk",68,0.8,0.8,"AL","South","city",-85.8349648,33.6142714
"2734","Oxford","Mississippi","Small","Walk",234,2.8,1.5,"MS","South","city",-89.5192484,34.3664951
"2735","Oxford","Ohio","Small","Walk",2672,29.7,3.8,"OH","North Central","city",-84.745231,39.5069974
"2736","Pacifica","California","Small","Walk",192,1,0.4,"CA","West","city",-122.4869194,37.6138253
"2737","Paducah","Kentucky","Small","Walk",185,1.9,1.3,"KY","South","city",-88.6000478,37.0833893
"2738","Palatine","Illinois","Small","Walk",512,1.4,0.5,"IL","North Central","village",-88.03424,42.1103041
"2739","Palm Beach Gardens","Florida","Small","Walk",273,1.2,0.6,"FL","South","city",-80.1386547,26.8233946
"2740","Palm Coast","Florida","Small","Walk",130,0.5,0.4,"FL","South","city",-81.2078699,29.5844524
"2741","Palm Desert","California","Small","Walk",350,1.9,0.7,"CA","West","city",-116.3744556,33.7222445
"2742","Palm Springs","California","Small","Walk",507,2.6,0.6,"CA","West","city",-116.5452921,33.8302961
"2743","Palm Springs","Florida","Small","Walk",129,1.4,1.1,"FL","South","village",-80.0961538,26.6359009
"2744","Palmetto Bay","Florida","Small","Walk",109,1,0.7,"FL","South","village",-80.3247748,25.6217715
"2745","Palo Alto","California","Small","Walk",1562,5.2,1,"CA","West","city",-122.1430195,37.4418834
"2746","Panama City","Florida","Small","Walk",218,1.4,0.9,"FL","South","city",-85.6602058,30.1588129
"2747","Papillion","Nebraska","Small","Walk",235,2.3,1.1,"NE","North Central","city",-96.0422378,41.1544432
"2748","Paradise","California","Small","Walk",195,2,1.7,"CA","West","town",-121.6219177,39.7596061
"2749","Paragould","Arkansas","Small","Walk",2,0,0.1,"AR","South","city",-90.4973286,36.0584021
"2750","Paramount","California","Small","Walk",811,3.8,1.2,"CA","West","city",-118.1597911,33.8894598
"2751","Paramus","New Jersey","Small","Walk",123,1,0.5,"NJ","Northeast","borough",-74.0754189,40.9445428
"2752","Paris","Texas","Small","Walk",242,2.4,0.9,"TX","South","city",-95.555513,33.6609389
"2753","Park Forest","Illinois","Small","Walk",56,0.6,0.6,"IL","North Central","village",-87.6744891,41.4914236
"2754","Park Ridge","Illinois","Small","Walk",664,3.8,1.7,"IL","North Central","city",-87.8406192,42.0111412
"2755","Parker","Colorado","Small","Walk",111,0.5,0.3,"CO","West","town",-104.7613633,39.5186002
"2756","Parkersburg","West Virginia","Small","Walk",372,3,1,"WV","South","city",-81.5615135,39.2667418
"2757","Parkland","Florida","Small","Walk",110,0.9,0.9,"FL","South","city",-80.2532249,26.3107774
"2758","Parma","Ohio","Small","Walk",646,1.6,0.4,"OH","North Central","city",-81.7229086,41.4047742
"2759","Parma Heights","Ohio","Small","Walk",91,1,0.6,"OH","North Central","city",-81.7595769,41.3900518
"2760","Pascagoula","Mississippi","Small","Walk",333,3.6,1.5,"MS","South","city",-88.5561272,30.3657552
"2761","Pasco","Washington","Small","Walk",422,1.7,0.8,"WA","West","city",-119.0922316,46.2305049
"2762","Passaic","New Jersey","Small","Walk",2289,8.6,1.4,"NJ","Northeast","city",-74.1284764,40.8567662
"2763","Patterson","California","Small","Walk",109,1.5,0.8,"CA","West","city",-121.129656,37.4716001
"2764","Pawtucket","Rhode Island","Small","Walk",992,3,0.9,"RI","Northeast","city",-71.3825558,41.878711
"2765","Peabody","Massachusetts","Small","Walk",411,1.6,0.5,"MA","Northeast","city",-70.9286609,42.5278731
"2766","Peachtree City","Georgia","Small","Walk",167,1,0.6,"GA","South","city",-84.5963432,33.3968557
"2767","Pearl","Mississippi","Small","Walk",55,0.5,0.4,"MS","South","city",-90.1342608,32.2662515
"2768","Pearland","Texas","Small","Walk",126,0.3,0.2,"TX","South","city",-95.2860474,29.5635666
"2769","Peekskill","New York","Small","Walk",649,5.4,1.8,"NY","Northeast","city",-73.9204158,41.2900939
"2770","Pekin","Illinois","Small","Walk",295,2,0.9,"IL","North Central","city",-89.640658,40.5675388
"2771","Pelham","Alabama","Small","Walk",203,1.8,1.4,"AL","South","city",-86.8099885,33.2856687
"2772","Pensacola","Florida","Small","Walk",683,2.8,0.9,"FL","South","city",-87.2169149,30.421309
"2773","Perris","California","Small","Walk",248,1.1,0.5,"CA","West","city",-117.2286478,33.7825194
"2774","Perrysburg","Ohio","Small","Walk",131,1.2,0.7,"OH","North Central","city",-83.627157,41.556996
"2775","Perth Amboy","New Jersey","Small","Walk",1050,4.9,1,"NJ","Northeast","city",-74.2654234,40.5067723
"2776","Petaluma","California","Small","Walk",798,2.8,0.7,"CA","West","city",-122.6366524,38.232417
"2777","Petersburg","Virginia","Small","Walk",323,2.7,1.1,"VA","South","city",-77.4019267,37.2279279
"2778","Pflugerville","Texas","Small","Walk",103,0.4,0.4,"TX","South","city",-97.6222665,30.4548451
"2779","Pharr","Texas","Small","Walk",228,1,0.6,"TX","South","city",-98.1836216,26.1947962
"2780","Phenix City","Alabama","Small","Walk",75,0.5,0.5,"AL","South","city",-85.0007653,32.4709761
"2781","Pico Rivera","California","Small","Walk",462,1.7,0.6,"CA","West","city",-118.096735,33.9830688
"2782","Pine Bluff","Arkansas","Small","Walk",383,2.2,0.7,"AR","South","city",-92.0031955,34.2284312
"2783","Pinellas Park","Florida","Small","Walk",173,0.8,0.4,"FL","South","city",-82.6995443,27.8428025
"2784","Piqua","Ohio","Small","Walk",237,2.6,1.1,"OH","North Central","city",-84.2424449,40.1447732
"2785","Pittsburg","California","Small","Walk",246,0.9,0.4,"CA","West","city",-121.8846806,38.0279762
"2786","Pittsburg","Kansas","Small","Walk",295,3.3,1.3,"KS","North Central","city",-94.70496,37.410884
"2787","Pittsfield","Massachusetts","Small","Walk",1026,5.1,1.2,"MA","Northeast","city",-73.2453824,42.4500845
"2788","Placentia","California","Small","Walk",471,2,0.6,"CA","West","city",-117.8627548,33.8710729
"2789","Plainfield","New Jersey","Small","Walk",1046,4.2,0.9,"NJ","Northeast","city",-74.4073736,40.6337136
"2790","Plainfield","Indiana","Small","Walk",119,1,0.6,"IN","North Central","town",-86.3994387,39.7042123
"2791","Plainfield","Illinois","Small","Walk",173,0.9,0.6,"IL","North Central","village",-88.2120315,41.632223
"2792","Plainview","Texas","Small","Walk",82,0.9,0.5,"TX","South","city",-101.7068417,34.1847936
"2793","Plant City","Florida","Small","Walk",128,0.8,0.5,"FL","South","city",-82.1128641,28.0186323
"2794","Plantation","Florida","Small","Walk",175,0.4,0.2,"FL","South","city",-80.2331036,26.1275862
"2795","Pleasant Grove","Utah","Small","Walk",229,1.6,0.6,"UT","West","city",-111.73854,40.3641184
"2796","Pleasant Hill","California","Small","Walk",237,1.5,0.8,"CA","West","city",-122.0607963,37.9479786
"2797","Pleasant Prairie","Wisconsin","Small","Walk",28,0.3,0.5,"WI","North Central","village",-87.9334118,42.5530753
"2798","Pleasanton","California","Small","Walk",893,2.7,1,"CA","West","city",-121.8757968,37.6604484
"2799","Pleasantville","New Jersey","Small","Walk",235,2.6,1.1,"NJ","Northeast","city",-74.5240422,39.3898388
"2800","Plum","Pennsylvania","Small","Walk",109,0.8,0.5,"PA","Northeast","borough",-79.7494911,40.5003456
"2801","Plymouth","Minnesota","Small","Walk",633,1.7,0.8,"MN","North Central","city",-93.4555093,45.0105194
"2802","Pocatello","Idaho","Small","Walk",832,3.3,0.7,"ID","West","city",-112.4506191,42.8621042
"2803","Ponca City","Oklahoma","Small","Walk",186,1.7,0.6,"OK","South","city",-97.0855948,36.706981
"2804","Pontiac","Michigan","Small","Walk",436,2.1,0.7,"MI","North Central","city",-83.2910468,42.6389216
"2805","Pooler","Georgia","Small","Walk",25,0.3,0.5,"GA","South","city",-81.2470574,32.115481
"2806","Port Arthur","Texas","Small","Walk",229,1.1,0.5,"TX","South","city",-93.939947,29.8849504
"2807","Port Chester","New York","Small","Walk",1914,12.3,2.5,"NY","Northeast","village",-73.6656834,41.0017643
"2808","Port Hueneme","California","Small","Walk",832,9,3.6,"CA","West","city",-119.1951074,34.1477829
"2809","Port Huron","Michigan","Small","Walk",425,3.8,1.3,"MI","North Central","city",-82.4249142,42.9708634
"2810","Port Orange","Florida","Small","Walk",381,1.6,0.9,"FL","South","city",-80.9956105,29.1383165
"2811","Portage","Indiana","Small","Walk",195,1.2,0.7,"IN","North Central","city",-87.1761455,41.5758707
"2812","Portage","Michigan","Small","Walk",143,0.6,0.3,"MI","North Central","city",-85.5800022,42.2011538
"2813","Porterville","California","Small","Walk",203,1,0.5,"CA","West","city",-119.0167679,36.06523
"2814","Portland","Maine","Small","Walk",4493,12.5,1.2,"ME","Northeast","city",-70.2568189,43.6590993
"2815","Portsmouth","New Hampshire","Small","Walk",701,5.7,2,"NH","Northeast","city",-70.7625532,43.0717552
"2816","Portsmouth","Ohio","Small","Walk",453,6.2,1.8,"OH","North Central","city",-82.9976742,38.7317431
"2817","Portsmouth","Virginia","Small","Walk",1650,3.8,0.8,"VA","South","city",-76.2982742,36.8354258
"2818","Post Falls","Idaho","Small","Walk",193,1.5,0.9,"ID","West","city",-116.9515856,47.7179578
"2819","Pottstown","Pennsylvania","Small","Walk",748,7,1.8,"PA","Northeast","borough",-75.6496302,40.2453741
"2820","Poughkeepsie","New York","Small","Walk",982,7.4,1.7,"NY","Northeast","city",-73.9209701,41.7003713
"2821","Poway","California","Small","Walk",393,1.7,0.6,"CA","West","city",-117.0358646,32.9628232
"2822","Prairie Village","Kansas","Small","Walk",111,1,0.6,"KS","North Central","city",-94.6335684,38.9916726
"2823","Prattville","Alabama","Small","Walk",113,0.7,0.6,"AL","South","city",-86.4596966,32.4640245
"2824","Prescott","Arizona","Small","Walk",584,4,1.5,"AZ","West","city",-112.4685025,34.5400242
"2825","Prescott Valley","Arizona","Small","Walk",273,1.7,1,"AZ","West","town",-112.315721,34.6100243
"2826","Prichard","Alabama","Small","Walk",37,0.5,0.5,"AL","South","city",-88.0896618,30.7451545
"2827","Prior Lake","Minnesota","Small","Walk",47,0.4,0.3,"MN","North Central","city",-93.4227274,44.7132969
"2828","Pullman","Washington","Small","Walk",3195,23.5,3.2,"WA","West","city",-117.1817377,46.7297771
"2829","Puyallup","Washington","Small","Walk",503,2.7,1,"WA","West","city",-122.2928974,47.1853785
"2830","Queen Creek","Arizona","Small","Walk",46,0.4,0.4,"AZ","West","town",-111.6345554,33.2486083
"2831","Quincy","Illinois","Small","Walk",781,4.1,1,"IL","North Central","city",-91.4098726,39.9356016
"2832","Quincy","Massachusetts","Small","Walk",1263,2.6,0.7,"MA","Northeast","city",-71.0022705,42.2528772
"2833","Racine","Wisconsin","Small","Walk",824,2.5,0.7,"WI","North Central","city",-87.7828523,42.7261309
"2834","Radcliff","Kentucky","Small","Walk",78,0.8,0.7,"KY","South","city",-85.9491298,37.8403456
"2835","Rahway","New Jersey","Small","Walk",350,2.7,1.3,"NJ","Northeast","city",-74.2776468,40.6081591
"2836","Ramsey","Minnesota","Small","Walk",46,0.4,0.3,"MN","North Central","city",-93.45,45.2611
"2837","Rancho Cordova","California","Small","Walk",525,1.9,0.5,"CA","West","city",-121.302728,38.5890723
"2838","Rancho Palos Verdes","California","Small","Walk",65,0.4,0.3,"CA","West","city",-118.3870173,33.7444613
"2839","Rancho Santa Margarita","California","Small","Walk",309,1.2,0.6,"CA","West","city",-117.602832,33.640171
"2840","Rapid City","South Dakota","Small","Walk",745,2.3,0.6,"SD","North Central","city",-103.2310149,44.0805434
"2841","Raytown","Missouri","Small","Walk",30,0.2,0.2,"MO","North Central","city",-94.4635638,39.0086171
"2842","Reading","Pennsylvania","Small","Walk",2350,7.8,1.1,"PA","Northeast","city",-75.9268747,40.3356483
"2843","Redding","California","Small","Walk",825,2.3,0.7,"CA","West","city",-122.3916754,40.5865396
"2844","Redlands","California","Small","Walk",1152,3.8,0.9,"CA","West","city",-117.1825381,34.0555693
"2845","Redmond","Oregon","Small","Walk",322,3.1,1.4,"OR","West","city",-121.1739212,44.2726203
"2846","Redmond","Washington","Small","Walk",1279,4.4,0.9,"WA","West","city",-122.121512,47.6739881
"2847","Redondo Beach","California","Small","Walk",698,1.9,0.6,"CA","West","city",-118.3884078,33.8491816
"2848","Redwood City","California","Small","Walk",1206,3.1,0.7,"CA","West","city",-122.2363548,37.4852152
"2849","Reedley","California","Small","Walk",163,1.8,1.4,"CA","West","city",-119.4504029,36.5963395
"2850","Renton","Washington","Small","Walk",552,1.1,0.4,"WA","West","city",-122.2079218,47.4796927
"2851","Revere","Massachusetts","Small","Walk",523,2.1,0.7,"MA","Northeast","city",-71.0119948,42.4084302
"2852","Rexburg","Idaho","Small","Walk",1929,18,3.7,"ID","West","city",-111.7924237,43.8231096
"2853","Reynoldsburg","Ohio","Small","Walk",196,1.1,0.5,"OH","North Central","city",-82.8121191,39.9547861
"2854","Richfield","Minnesota","Small","Walk",627,3.3,0.9,"MN","North Central","city",-93.2830021,44.8832982
"2855","Richland","Washington","Small","Walk",680,3,0.9,"WA","West","city",-119.2751996,46.28042
"2856","Richmond","Indiana","Small","Walk",447,3.2,1.1,"IN","North Central","city",-84.8902382,39.8289369
"2857","Richmond","Kentucky","Small","Walk",847,5.7,1.5,"KY","South","city",-84.2946539,37.7478572
"2858","Ridgecrest","California","Small","Walk",115,0.9,0.7,"CA","West","city",-117.6708966,35.6224561
"2859","Ridgeland","Mississippi","Small","Walk",150,1.1,0.7,"MS","South","city",-90.1323087,32.4284761
"2860","Ridgewood","New Jersey","Small","Walk",503,4.6,3,"NJ","Northeast","village",-74.1165313,40.9792645
"2861","Rio Rancho","New Mexico","Small","Walk",179,0.5,0.2,"NM","West","city",-106.6630437,35.2327544
"2862","Riverbank","California","Small","Walk",203,2.3,1.2,"CA","West","city",-120.9354895,37.7360396
"2863","Riverside","Ohio","Small","Walk",108,1,0.7,"OH","North Central","city",-84.1241047,39.779781
"2864","Riverton","Utah","Small","Walk",257,1.4,0.6,"UT","West","city",-111.9391023,40.521893
"2865","Riviera Beach","Florida","Small","Walk",369,2.8,1.3,"FL","South","city",-80.0580969,26.7753405
"2866","Roanoke","Virginia","Small","Walk",920,2.1,0.5,"VA","South","city",-79.9414266,37.2709704
"2867","Rochester","New Hampshire","Small","Walk",389,2.5,1,"NH","Northeast","city",-70.9756186,43.304526
"2868","Rochester Hills","Michigan","Small","Walk",507,1.5,0.7,"MI","North Central","city",-83.1499322,42.6583661
"2869","Rock Hill","South Carolina","Small","Walk",747,2.4,0.7,"SC","South","city",-81.0250784,34.9248667
"2870","Rock Island","Illinois","Small","Walk",842,4.9,1,"IL","North Central","city",-90.5787476,41.5094771
"2871","Rock Springs","Wyoming","Small","Walk",249,2.1,0.8,"WY","West","city",-109.2029043,41.5874644
"2872","Rockledge","Florida","Small","Walk",11,0.1,0.1,"FL","South","city",-80.7269854,28.3164498
"2873","Rocklin","California","Small","Walk",206,0.8,0.3,"CA","West","city",-121.2357828,38.7907339
"2874","Rockville Centre","New York","Small","Walk",164,1.4,0.9,"NY","Northeast","village",-73.6412406,40.6587138
"2875","Rockville","Maryland","Small","Walk",790,2.4,0.6,"MD","South","city",-77.1527578,39.0839973
"2876","Rockwall","Texas","Small","Walk",160,0.9,0.5,"TX","South","city",-96.4597089,32.9312336
"2877","Rocky Mount","North Carolina","Small","Walk",193,0.9,0.4,"NC","South","city",-77.7905339,35.9382103
"2878","Rocky River","Ohio","Small","Walk",92,1,0.6,"OH","North Central","city",-81.8497567,41.4768217
"2879","Rogers","Arkansas","Small","Walk",655,2.5,0.8,"AR","South","city",-94.1185366,36.3320196
"2880","Rohnert Park","California","Small","Walk",434,2.1,1.4,"CA","West","city",-122.7010984,38.3396367
"2881","Rolling Meadows","Illinois","Small","Walk",292,2.5,1.2,"IL","North Central","city",-88.0131275,42.0841936
"2882","Rome","Georgia","Small","Walk",386,2.8,1,"GA","South","city",-85.1646726,34.257038
"2883","Rome","New York","Small","Walk",547,4,1.1,"NY","Northeast","city",-75.4557303,43.2128473
"2884","Romeoville","Illinois","Small","Walk",293,1.6,0.6,"IL","North Central","village",-88.0895061,41.6475306
"2885","Romulus","Michigan","Small","Walk",61,0.6,0.4,"MI","North Central","city",-83.3965994,42.2222614
"2886","Roseburg","Oregon","Small","Walk",187,2.3,1.3,"OR","West","city",-123.3417381,43.216505
"2887","Roselle","New Jersey","Small","Walk",201,2,1.1,"NJ","Northeast","borough",-74.2592769,40.6527292
"2888","Roselle","Illinois","Small","Walk",165,1.4,0.9,"IL","North Central","village",-88.0797933,41.9847504
"2889","Rosemead","California","Small","Walk",305,1.3,0.5,"CA","West","city",-118.072846,34.0805651
"2890","Rosemount","Minnesota","Small","Walk",102,0.9,0.7,"MN","North Central","city",-93.1257723,44.7394103
"2891","Rosenberg","Texas","Small","Walk",186,1.3,0.9,"TX","South","city",-95.8085623,29.5571825
"2892","Roseville","Michigan","Small","Walk",225,1.1,0.5,"MI","North Central","city",-82.9371409,42.4972583
"2893","Roseville","Minnesota","Small","Walk",281,1.6,0.7,"MN","North Central","city",-93.1566107,45.0060767
"2894","Roswell","Georgia","Small","Walk",473,1,0.3,"GA","South","city",-84.3615555,34.0232431
"2895","Roswell","New Mexico","Small","Walk",385,2,0.9,"NM","West","city",-104.5230242,33.3942655
"2896","Round Lake Beach","Illinois","Small","Walk",226,1.7,1.1,"IL","North Central","village",-88.0900815,42.3716881
"2897","Rowlett","Texas","Small","Walk",59,0.2,0.2,"TX","South","city",-96.56388,32.9029017
"2898","Roy","Utah","Small","Walk",96,0.6,0.3,"UT","West","city",-112.0263313,41.1616108
"2899","Royal Oak","Michigan","Small","Walk",550,1.7,0.5,"MI","North Central","city",-83.1446485,42.4894801
"2900","Royal Palm Beach","Florida","Small","Walk",109,0.7,0.6,"FL","South","village",-80.2306019,26.7083984
"2901","Russellville","Arkansas","Small","Walk",374,2.9,1.2,"AR","South","city",-93.1337856,35.2784173
"2902","Ruston","Louisiana","Small","Walk",643,7,2.8,"LA","South","city",-92.637927,32.5232053
"2903","Saginaw","Michigan","Small","Walk",354,2.2,0.6,"MI","North Central","city",-83.9508068,43.4194699
"2904","Saginaw","Texas","Small","Walk",47,0.5,0.4,"TX","South","city",-97.3639068,32.8601275
"2905","Sahuarita","Arizona","Small","Walk",77,0.8,0.6,"AZ","West","town",-110.955646,31.9575818
"2906","Salem","Massachusetts","Small","Walk",1455,6.8,1.2,"MA","Northeast","city",-70.8967155,42.51954
"2907","Salem","Virginia","Small","Walk",435,3.9,1.4,"VA","South","city",-80.0547626,37.2934681
"2908","Salina","Kansas","Small","Walk",546,2.3,0.6,"KS","North Central","city",-97.6114237,38.8402805
"2909","Salisbury","Maryland","Small","Walk",578,4.5,1.5,"MD","South","city",-75.5993692,38.3606736
"2910","Salisbury","North Carolina","Small","Walk",167,1.4,0.7,"NC","South","city",-80.4742261,35.6709727
"2911","Sammamish","Washington","Small","Walk",223,1,0.5,"WA","West","city",-122.0355736,47.6162683
"2912","San Angelo","Texas","Small","Walk",2840,6.4,1.3,"TX","South","city",-100.4370375,31.4637723
